JOUR,O3obs,Pow2_O3obs,MOCAGE,TEMPE,RMH2O,NO2,NO,STATION,VentMOD,VentANG
0,83,6889,123.0,27.4,0.00801,1.4580000000000002,0.231,Cad,8.9022,-0.66597
0,96,9216,91.9,26.6,0.005220000000000001,0.657,0.149,Cad,10.2416,-0.45491000000000004
0,129,16641,153.9,27.3,0.00847,1.9380000000000002,0.24600000000000002,Cad,6.1131,0.26482
0,128,16384,142.0,26.6,0.0069700000000000005,4.37,0.627,Cad,7.1784,0.32616
0,100,10000,104.1,27.2,0.00807,1.929,0.3,Cad,6.7912,-0.23784
1,52,2704,218.2,23.1,0.00952,6.148,0.48200000000000004,Cad,5.8669,0.51703
1,97,9409,100.5,23.5,0.01128,1.073,0.198,Cad,4.6648,-1.0303799999999999
0,132,17424,154.3,28.3,0.00892,2.248,0.266,Cad,2.2361,0.46365
0,177,31329,214.0,29.8,0.00907,3.615,0.318,Cad,5.5109,0.20095
0,175,30625,198.2,29.3,0.0069,7.02,0.731,Cad,7.1021,0.16978
0,152,23104,134.8,28.3,0.00857,4.684,0.693,Cad,6.14,0.52925
0,214,45796,212.2,31.1,0.0081,7.331,0.67,Cad,5.2469,0.13380999999999998
1,209,43681,175.0,30.4,0.00916,4.353,0.495,Cad,7.0456,0.11379
1,164,26896,141.4,29.4,0.0077,3.6910000000000003,0.529,Cad,6.0083,0.32175
0,110,12100,137.6,24.0,0.00859,2.992,0.35200000000000004,Cad,11.2201,-0.63994
0,104,10816,103.7,20.8,0.013000000000000001,1.551,0.281,Cad,9.3477,-0.6028399999999999
0,73,5329,91.9,19.0,0.01288,1.9980000000000002,0.319,Cad,6.5,-0.5325
0,114,12996,78.5,19.7,0.01265,12.769,2.215,Cad,3.2202,0.44976000000000005
1,87,7569,81.0,21.6,0.01268,0.757,0.10099999999999999,Cad,2.184,-1.2925
0,84,7056,97.0,21.7,0.00838,1.7280000000000002,0.345,Cad,4.4283,0.11315
0,112,12544,119.1,22.8,0.00896,3.543,0.5589999999999999,Cad,3.1623,0.60554
0,103,10609,124.6,24.7,0.009770000000000001,2.02,0.304,Cad,4.5695,0.40489
0,113,12769,125.3,26.2,0.0098,2.6,0.35700000000000004,Cad,5.022,0.22083000000000003
0,74,5476,55.5,18.3,0.00998,1.847,0.632,Cad,2.0248,0.35299
0,119,14161,127.6,20.5,0.007859999999999999,2.28,0.33399999999999996,Cad,4.1049,0.04874
0,146,21316,144.9,21.0,0.00659,11.54,1.4140000000000001,Cad,4.982,0.18165
1,93,8649,159.2,20.2,0.009859999999999999,8.892999999999999,0.977,Cad,3.0364,0.30091999999999997
1,96,9216,65.8,14.7,0.00974,1.331,0.536,Ram,6.6611,0.94531
1,92,8464,77.8,13.6,0.01268,1.248,0.46,Ram,7.8549,1.0216399999999999
0,92,8464,91.1,12.9,0.01227,1.518,0.442,Ram,4.1869,0.8699399999999999
0,69,4761,72.2,14.5,0.013680000000000001,2.105,0.775,Ram,7.2277,1.31911
0,89,7921,81.3,14.9,0.01034,1.524,0.528,Ram,4.3909,0.5248
0,110,12100,98.6,18.4,0.010320000000000001,1.849,0.473,Ram,3.9395,0.41822
0,132,17424,114.8,20.6,0.00982,4.694,1.068,Ram,2.7203,1.2723
1,138,19044,166.3,26.5,0.00813,12.190999999999999,1.953,Ram,4.7853900000000005,0.4543
1,131,17161,169.3,27.4,0.00988,2.2640000000000002,0.317,Ram,1.7029400000000001,-1.51204
0,107,11449,128.8,23.3,0.014119999999999999,1.807,0.354,Ram,2.80713,-0.07131
0,97,9409,116.7,18.5,0.01524,2.6289999999999996,0.55,Ram,2.69258,0.54679
0,63,3969,65.8,13.2,0.014469999999999998,13.93,6.49,Ram,9.10055,0.01099
0,92,8464,106.6,17.6,0.01157,1.8130000000000002,0.47,Ram,4.61411,0.52183
0,96,9216,91.5,15.6,0.011909999999999999,1.895,0.56,Ram,5.71402,0.99736
1,86,7396,110.1,17.4,0.0116,2.0669999999999997,0.515,Ram,4.301159999999999,0.95055
1,73,5329,105.3,16.0,0.01001,1.5430000000000001,0.363,Ram,7.000710000000001,0.7753
0,85,7225,68.6,16.1,0.011340000000000001,1.294,0.465,Ram,6.02163,0.62025
0,93,8649,67.0,19.4,0.00932,1.0290000000000001,0.34,Ram,6.58635,0.5248
0,51,2601,83.3,19.4,0.0143,1.791,0.509,Ram,6.351380000000001,0.5836399999999999
0,59,3481,76.4,21.7,0.015580000000000002,1.541,0.435,Ram,5.40833,0.33929000000000004
0,100,10000,117.4,27.5,0.01994,3.045,0.541,Ram,4.03113,-1.44644
1,82,6724,100.0,22.1,0.0147,2.097,0.49700000000000005,Ram,3.77359,0.5586
1,83,6889,122.9,27.1,0.01348,1.6130000000000002,0.293,Ram,2.92062,0.90675
0,151,22801,182.2,32.4,0.01859,2.2640000000000002,0.257,Ram,3.33017,0.84914
0,60,3600,93.8,22.7,0.01625,2.055,0.473,Ram,7.31095,-0.69824
0,98,9604,144.9,21.7,0.01323,11.024000000000001,1.99,Ram,3.49285,1.15839
0,76,5776,97.5,21.3,0.014369999999999999,2.076,0.47100000000000003,Ram,3.5510599999999997,-0.56457
0,116,13456,144.4,22.5,0.01514,2.175,0.361,Ram,2.14709,0.48448
1,73,5329,118.2,24.3,0.015819999999999997,1.807,0.315,Ram,4.079219999999999,0.1974
1,102,10404,128.1,23.1,0.010440000000000001,3.2430000000000003,0.611,Ram,4.218999999999999,-1.47584
0,115,13225,98.0,22.3,0.010029999999999999,2.865,0.6779999999999999,Ram,5.33667,-1.344
0,135,18225,138.6,22.1,0.00954,2.346,0.386,Ram,3.25576,-1.38545
0,124,15376,144.7,24.4,0.00957,2.784,0.5429999999999999,Ram,3.93954,-1.15257
0,90,8100,82.5,21.6,0.01111,1.974,0.688,Ram,5.20096,-0.90807
0,94,8836,66.5,18.6,0.00963,3.542,1.412,Ram,5.24023,-0.8394
1,116,13456,66.7,19.3,0.00875,0.855,0.324,Ram,2.9,-0.7610100000000001
1,87,7569,80.5,22.1,0.00948,0.9359999999999999,0.262,Ram,4.130380000000001,-0.12135
0,56,3136,59.3,16.0,0.01593,1.739,0.6759999999999999,Ram,7.710380000000001,0.81291
0,128,16384,86.4,23.6,0.01406,1.9769999999999999,0.485,Ram,7.49533,-1.3419999999999999
0,105,11025,104.7,22.6,0.01499,2.472,0.537,Ram,4.39318,-1.36447
0,115,13225,153.3,24.1,0.0113,6.935,1.051,Ram,5.099019999999999,1.12469
0,138,19044,165.1,25.0,0.00962,9.132,1.249,Ram,4.3829199999999995,0.9638100000000001
1,134,17956,176.7,27.6,0.00963,2.519,0.312,Ram,2.0,0.9273
1,96,9216,92.8,22.1,0.010759999999999999,1.528,0.36700000000000005,Ram,5.51543,-1.18019
0,113,12769,131.0,23.2,0.00899,2.947,0.547,Ram,3.66879,-1.26629
0,73,5329,100.0,25.8,0.01349,1.5130000000000001,0.337,Ram,4.7201699999999995,-0.63503
0,85,7225,92.8,23.5,0.009590000000000001,1.275,0.273,Ram,6.5192,-0.72027
0,73,5329,93.3,20.4,0.013359999999999999,1.2930000000000001,0.278,Ram,3.7589900000000003,-0.49935
0,70,4900,113.1,24.3,0.01541,1.867,0.327,Ram,2.22036,-0.62549
1,140,19600,208.6,28.8,0.01585,6.357,0.649,Ram,3.20624,-0.06242
1,137,18769,190.3,32.8,0.01665,2.097,0.23199999999999998,Ram,0.82462,-0.24498000000000003
0,174,30276,209.6,31.1,0.01839,2.469,0.225,Ram,2.74591,-0.18311
0,84,7056,170.5,24.7,0.01505,2.04,0.261,Ram,4.13401,-0.56116
0,85,7225,91.7,20.1,0.013430000000000001,0.943,0.222,Ram,4.43847,0.39305999999999996
0,147,21609,133.9,28.5,0.0118,2.161,0.321,Ram,0.9848899999999999,0.41822
1,202,40804,143.2,30.0,0.01441,3.2430000000000003,0.456,Ram,3.33766,-1.42042
1,228,51984,170.2,33.2,0.01517,7.947,0.938,Ram,3.4014699999999998,1.1466
0,164,26896,172.9,35.8,0.013069999999999998,11.809000000000001,1.3780000000000001,Ram,3.9824599999999997,0.49733999999999995
0,228,51984,195.7,37.4,0.0152,8.508,0.8440000000000001,Ram,5.4037,0.68052
0,280,78400,221.6,38.0,0.014180000000000002,9.192,0.903,Ram,4.95782,0.72832
0,227,51529,153.5,35.7,0.0197,2.635,0.34700000000000003,Ram,6.772,-1.28641
0,276,76176,223.5,34.7,0.01937,9.091000000000001,0.765,Ram,1.7029400000000001,0.86854
1,221,48841,158.7,35.6,0.015030000000000002,5.099,0.643,Ram,3.11448,0.8308200000000001
1,163,26569,164.7,36.8,0.011940000000000001,2.647,0.319,Ram,2.2360700000000002,-0.17985
0,155,24025,162.6,36.6,0.01354,1.168,0.13699999999999998,Ram,4.70106,-1.54952
0,183,33489,133.8,37.9,0.01344,0.887,0.11,Ram,3.80789,0.23861
0,169,28561,128.6,33.0,0.01621,2.117,0.309,Ram,5.6035699999999995,1.5351
0,175,30625,193.3,29.4,0.013980000000000001,18.784000000000002,2.3680000000000003,Ram,2.78927,0.25367
1,140,19600,114.2,24.3,0.01247,22.985,5.067,Ram,3.0016700000000003,0.52328
1,169,28561,132.9,27.1,0.01145,8.488,1.4569999999999999,Ram,4.20119,0.90349
1,146,21316,137.0,27.0,0.01655,2.6519999999999997,0.327,Ram,2.97321,-0.34302
0,103,10609,112.6,21.3,0.01676,2.29,0.40700000000000003,Ram,5.3150699999999995,0.20847
0,93,8649,73.1,24.5,0.01273,1.1740000000000002,0.307,Ram,3.18277,-0.80762
1,100,10000,87.4,23.6,0.00895,2.34,0.5770000000000001,Ram,6.0008300000000006,1.15934
0,103,10609,103.0,21.2,0.011909999999999999,1.135,0.215,Ram,2.90172,0.03447
0,79,6241,87.8,12.3,0.00821,2.7960000000000003,0.762,Ram,4.5967400000000005,-0.7700100000000001
1,97,9409,79.8,14.3,0.00499,2.495,0.792,Ram,5.0774,-1.01011
1,99,9801,74.8,14.4,0.0047,1.0070000000000001,0.337,Ram,8.68217,-0.57203
1,90,8100,66.6,13.0,0.00527,1.6030000000000002,0.609,Ram,5.1614,-0.62025
0,105,11025,74.2,12.8,0.00317,2.825,1.082,Ram,2.65707,-1.2252399999999999
0,92,8464,80.7,12.9,0.00361,3.764,1.307,Ram,5.239269999999999,1.15839
0,99,9801,87.9,14.2,0.00351,10.349,3.333,Ram,6.17738,0.5071
0,110,12100,97.1,17.5,0.00465,4.27,1.085,Ram,8.6885,0.20868
1,48,2304,58.4,11.9,0.007640000000000001,4.477,1.944,Ram,5.73149,-0.82242
1,96,9216,96.1,15.2,0.00735,28.383000000000003,7.56,Ram,3.15753,0.19118
0,83,6889,86.7,15.8,0.0066,3.1689999999999996,0.9359999999999999,Ram,3.7,-1.57079
0,78,6084,70.0,13.8,0.0049,2.492,0.963,Ram,5.2469,1.43699
0,84,7056,110.5,13.2,0.00395,11.161,3.0410000000000004,Ram,0.7,-1.57079
0,84,7056,76.4,16.0,0.00705,1.666,0.496,Ram,5.60803,1.18698
0,78,6084,85.5,20.1,0.00798,1.695,0.441,Ram,5.68507,0.88507
1,75,5625,74.9,17.6,0.008190000000000001,1.171,0.37200000000000005,Ram,6.95701,1.24905
1,80,6400,64.0,15.7,0.00772,1.3840000000000001,0.53,Ram,6.21289,0.99172
0,89,7921,70.0,13.6,0.0114,1.345,0.466,Ram,4.8301099999999995,0.47291000000000005
0,95,9025,86.5,16.5,0.00992,1.43,0.39299999999999996,Ram,5.80086,0.94453
0,98,9604,132.2,23.5,0.0136,2.425,0.40399999999999997,Ram,3.18277,-0.76318
0,127,16129,167.1,28.9,0.01261,2.404,0.308,Ram,3.8948699999999996,0.50959
0,134,17956,147.6,30.6,0.01762,2.022,0.271,Ram,4.20119,-0.90349
1,77,5929,86.6,24.0,0.011590000000000001,1.165,0.276,Ram,4.1109599999999995,-0.07304
1,53,2809,84.3,17.6,0.01227,3.009,0.88,Ram,4.90918,-1.50965
0,91,8281,75.2,16.1,0.01001,1.175,0.375,Ram,4.3382,-0.45333999999999997
0,88,7744,112.5,16.7,0.01176,2.394,0.49,Ram,1.7,-1.08084
0,99,9801,148.6,19.6,0.0069299999999999995,3.622,0.564,Ram,1.56525,0.46365
0,120,14400,126.3,24.4,0.00944,1.692,0.28,Ram,3.41321,1.48279
0,93,8649,133.7,21.1,0.00966,1.376,0.217,Ram,3.5227800000000005,0.11379
1,70,4900,86.3,20.1,0.00618,0.877,0.233,Ram,7.40608,-0.04052
1,64,4096,79.4,16.7,0.00575,1.0979999999999999,0.33799999999999997,Ram,4.82597,-0.10379000000000001
0,46,2116,102.3,16.4,0.01022,3.5189999999999997,0.8220000000000001,Ram,2.40416,-1.27536
0,93,8649,95.6,19.5,0.004220000000000001,15.09,4.513999999999999,Ram,5.099019999999999,0.7299
0,104,10816,104.8,20.1,0.0054,7.237,1.828,Ram,5.46443,0.96757
0,141,19881,104.7,20.5,0.0062,8.504,2.2030000000000003,Ram,4.1,1.34948
1,97,9409,58.6,18.5,0.00417,3.4339999999999997,1.656,Ram,4.5618,1.11695
1,100,10000,100.2,19.0,0.00571,13.069,3.7739999999999996,Ram,0.64031,-0.67474
0,90,8100,84.4,19.8,0.00402,2.499,0.82,Ram,2.19545,-1.046
0,70,4900,110.9,15.2,0.00891,2.279,0.491,Ram,3.82099,0.82242
0,83,6889,107.3,22.9,0.00817,1.47,0.297,Ram,2.66833,0.2268
0,67,4489,132.6,26.1,0.01227,3.502,0.58,Ram,2.90689,-1.50194
1,95,9025,124.7,28.2,0.01069,8.126,1.5219999999999998,Ram,5.89406,0.25732
1,142,20164,129.2,29.7,0.00731,8.972999999999999,1.7169999999999999,Ram,3.74833,0.16076
0,134,17956,185.3,31.1,0.01001,3.3280000000000003,0.377,Ram,3.46699,-0.99079
0,145,21025,118.2,26.0,0.006659999999999999,3.43,0.6709999999999999,Ram,4.95782,-0.8424799999999999
0,201,40401,209.3,28.7,0.008490000000000001,6.605,0.74,Ram,1.52643,1.01914
0,143,20449,165.2,27.8,0.01791,2.766,0.36200000000000004,Ram,3.34215,0.89138
1,118,13924,147.4,25.0,0.01172,1.916,0.285,Ram,4.41022,-0.9953700000000001
1,115,13225,181.7,27.2,0.01342,14.364,1.8330000000000002,Ram,4.386340000000001,0.81765
0,146,21316,178.1,30.8,0.0121,4.955,0.612,Ram,4.30465,0.04648
0,82,6724,110.1,30.7,0.01563,4.203,0.7959999999999999,Ram,3.4828099999999997,0.8870899999999999
0,95,9025,119.2,23.3,0.01142,1.411,0.23,Ram,4.56508,0.50284
0,69,4761,81.8,21.2,0.01054,1.085,0.307,Ram,6.4381699999999995,0.81835
0,65,4225,91.9,18.8,0.01035,1.8530000000000002,0.436,Ram,5.6035699999999995,0.0357
1,88,7744,125.4,26.0,0.008740000000000001,1.631,0.275,Ram,3.13847,0.53496
1,90,8100,121.9,28.6,0.00919,1.14,0.19399999999999998,Ram,4.70425,1.52827
0,78,6084,66.5,16.9,0.00811,1.1420000000000001,0.418,Ram,7.723339999999999,0.07776
0,60,3600,75.1,18.8,0.00948,1.3090000000000002,0.39,Ram,4.62709,-0.10827
0,65,4225,74.2,18.3,0.007640000000000001,1.105,0.35200000000000004,Ram,8.06226,-0.40815
0,74,5476,100.6,18.6,0.007490000000000001,1.8019999999999998,0.431,Ram,5.1225,-0.8960600000000001
1,102,10404,133.7,19.3,0.00919,3.6289999999999996,0.593,Ram,4.7853900000000005,1.11649
1,125,15625,130.3,24.4,0.00966,2.541,0.435,Ram,5.86941,1.32995
0,134,17956,124.3,26.1,0.00987,2.7910000000000004,0.493,Ram,6.23618,1.2947
0,129,16641,141.2,26.6,0.00897,3.6860000000000004,0.575,Ram,4.97695,1.1791
0,171,29241,144.1,26.6,0.010029999999999999,2.206,0.32799999999999996,Ram,4.60109,-1.54906
1,191,36481,200.4,27.8,0.00856,3.4819999999999998,0.36700000000000005,Ram,0.3,-1.57079
0,158,24964,185.0,30.5,0.01197,2.225,0.22899999999999998,Ram,4.29535,-1.13839
1,104,10816,128.3,29.6,0.0077599999999999995,2.8310000000000004,0.47200000000000003,Ram,3.10644,-0.99172
1,167,27889,168.4,29.0,0.00648,12.671,1.801,Ram,2.6,0.39479000000000003
0,103,10609,110.5,19.1,0.01017,1.5,0.308,Ram,5.10882,0.05876
0,75,5625,82.6,19.6,0.0105,1.713,0.45399999999999996,Ram,6.66108,-0.13552999999999998
0,48,2304,93.8,22.3,0.01061,1.635,0.363,Ram,7.470610000000001,-0.4876
0,81,6561,90.0,24.2,0.0056700000000000006,1.1320000000000001,0.282,Ram,6.38905,-0.6967399999999999
0,112,12544,134.9,24.5,0.00798,1.956,0.318,Ram,2.74591,-0.5779
1,83,6889,151.1,22.0,0.00788,1.98,0.29,Ram,1.87883,-0.43983999999999995
1,55,3025,103.1,17.8,0.0121,1.9769999999999999,0.40399999999999997,Ram,6.00333,1.53748
0,70,4900,86.7,22.2,0.01068,1.225,0.303,Ram,7.9555,0.25411999999999996
0,60,3600,160.7,20.1,0.01211,7.132000000000001,0.9129999999999999,Ram,0.76158,-1.1659
0,94,8836,209.9,26.7,0.013319999999999999,9.992,0.996,Ram,1.41421,0.1419
0,97,9409,93.3,24.1,0.01385,2.9730000000000003,0.591,Ram,1.74642,1.15839
0,79,6241,84.0,19.1,0.01215,2.437,0.59,Ram,5.34883,0.36315
1,87,7569,76.1,18.2,0.00949,0.965,0.276,Ram,4.96488,0.16184
1,63,3969,75.3,18.5,0.01014,1.528,0.428,Ram,4.10122,0.024390000000000002
0,66,4356,108.4,18.1,0.01048,3.766,0.8390000000000001,Ram,2.19545,-1.046
0,114,12996,105.1,21.2,0.01056,2.9810000000000003,0.645,Ram,4.92443,-1.15257
0,68,4624,85.5,23.1,0.00969,1.33,0.322,Ram,6.04649,-0.59718
0,88,7744,77.7,21.1,0.006509999999999999,1.4,0.384,Ram,3.8013199999999996,-0.9536
0,38,1444,75.3,22.5,0.00926,1.2309999999999999,0.32899999999999996,Ram,6.503080000000001,0.030760000000000003
1,84,7056,74.5,20.2,0.006540000000000001,2.609,0.795,Ram,4.891830000000001,-0.71306
1,94,8836,70.2,20.5,0.00549,1.411,0.452,Ram,4.31856,1.47804
0,80,6400,66.0,20.4,0.00611,1.5490000000000002,0.534,Ram,4.50444,1.5263799999999998
0,92,8464,109.8,22.3,0.00627,10.21,2.2230000000000003,Ram,2.86531,1.06031
0,83,6889,121.9,25.1,0.00788,1.367,0.214,Ram,3.06105,-0.66964
0,73,5329,63.3,23.9,0.0069900000000000006,0.919,0.28600000000000003,Ram,6.0803,-0.63363
1,77,5929,73.0,23.5,0.0061200000000000004,1.195,0.29,Ram,4.301159999999999,0.02325
1,66,4356,63.6,18.3,0.007859999999999999,1.1909999999999998,0.4,Ram,8.969389999999999,-0.53851
0,127,16129,131.3,26.3,0.00685,4.663,0.755,Ram,5.0636,0.15866
0,92,8464,110.1,17.2,0.011179999999999999,1.7719999999999998,0.35200000000000004,Ram,6.48845,-0.42918
1,55,3025,107.8,18.2,0.00875,4.155,0.889,Ram,4.998,-1.22373
1,73,5329,62.1,17.4,0.01087,7.597,2.6719999999999997,Ram,5.1971099999999995,-1.04688
0,81,6561,100.2,22.2,0.00902,1.545,0.285,Ram,9.32952,-0.54042
0,79,6241,81.4,20.1,0.00659,5.142,1.489,Ram,4.68722,-0.9827899999999999
0,97,9409,114.7,20.9,0.00583,1.614,0.257,Ram,5.64004,0.64705
0,84,7056,83.9,19.9,0.00813,1.6159999999999999,0.391,Ram,7.71298,0.23554
0,71,5041,86.5,19.5,0.0057799999999999995,1.463,0.307,Ram,4.33244,0.32905
1,91,8281,112.2,21.7,0.005520000000000001,1.834,0.311,Ram,0.53852,0.38051
1,110,12100,140.7,23.9,0.0060799999999999995,11.722000000000001,1.807,Ram,1.6552900000000002,1.1341700000000001
0,119,14161,169.0,26.4,0.0069900000000000006,21.26,2.659,Ram,1.6401,0.6557
0,167,27889,162.7,29.2,0.00722,6.809,0.8109999999999999,Ram,3.8,0.0
0,131,17161,168.6,31.2,0.00907,2.883,0.3,Ram,4.6043,1.52735
0,93,8649,134.1,25.2,0.00863,2.182,0.23,Ram,1.1662,0.54042
0,115,13225,119.2,25.3,0.00869,18.084,2.969,Ram,3.8588,0.54486
1,128,16384,122.4,28.3,0.00878,6.638,1.015,Ram,4.6011,0.02174
0,63,3969,89.1,22.2,0.01315,21.335,2.977,Ram,1.5,0.9273
0,83,6889,93.3,21.0,0.01155,5.685,0.9640000000000001,Ram,1.8868,-0.5586
0,123,15129,136.7,22.2,0.01254,10.535,1.32,Ram,0.6325,1.24905
0,114,12996,115.8,26.5,0.0084,1.814,0.26899999999999996,Ram,2.5495,-1.12469
0,83,6889,92.9,25.5,0.0109,1.3880000000000001,0.17,Ram,3.9408,-0.6232
1,68,4624,79.3,18.0,0.0101,4.062,0.8059999999999999,Ram,4.6065,0.47336000000000006
1,66,4356,96.8,21.4,0.01014,3.339,0.502,Ram,6.2936,-1.2641200000000001
0,78,6084,72.5,20.5,0.012629999999999999,14.675999999999998,3.825,Ram,6.3953,1.10016
0,96,9216,86.2,23.1,0.00861,11.377,2.469,Ram,2.8160000000000003,-1.28274
0,109,11881,116.0,25.1,0.006490000000000001,1.8,0.254,Ram,4.6615,-0.39644
0,55,3025,82.5,25.1,0.0092,1.9340000000000002,0.381,Ram,4.8260000000000005,0.10379000000000001
0,56,3136,60.9,14.6,0.00777,8.655,2.8760000000000003,Ram,5.3712,1.14879
1,74,5476,59.0,13.6,0.00665,2.7710000000000004,0.89,Ram,6.2201,1.49033
0,123,15129,91.3,17.7,0.00583,8.499,1.7730000000000001,Ram,2.4515,1.3654
0,96,9216,91.2,20.5,0.0051,44.396,9.429,Ram,2.5495,0.8409
0,118,13924,117.1,20.9,0.00441,13.232999999999999,1.91,Ram,2.4042,-0.29544000000000004
0,146,21316,132.9,23.1,0.0059299999999999995,4.0569999999999995,0.434,Ram,5.14,0.9234
1,68,4624,70.4,17.5,0.0077599999999999995,3.339,0.863,Ram,4.111000000000001,0.32175
0,70,4900,80.6,16.8,0.0082,5.832000000000001,1.3259999999999998,Ram,3.8079,1.33219
0,61,3721,80.5,20.9,0.00545,2.931,0.469,Ram,4.9649,0.32811999999999997
0,67,4489,46.4,15.4,0.0070599999999999994,3.905,1.145,Ram,4.272,0.35877
0,78,6084,53.9,16.0,0.00685,6.591,1.944,Ram,5.1,-0.48996000000000006
1,87,7569,110.9,17.3,0.00943,1.791,0.494,Pla,12.7914,-0.6857300000000001
1,108,11664,127.3,15.3,0.00867,6.115,1.845,Pla,11.2379,-0.20611999999999997
0,91,8281,119.2,12.8,0.0097,1.42,0.431,Pla,12.9066,-0.17915999999999999
0,98,9604,114.5,14.3,0.00895,2.9760000000000004,0.912,Pla,13.507,-0.47689
0,114,12996,133.3,18.7,0.009059999999999999,3.48,0.927,Pla,11.8596,-0.42593000000000003
0,133,17689,147.1,18.9,0.01171,8.173,1.896,Pla,7.7621,-0.2606
0,158,24964,186.3,20.4,0.010329999999999999,3.747,0.597,Pla,4.669,0.7551
1,121,14641,157.7,19.5,0.00965,0.617,0.11599999999999999,Pla,4.6098,-1.50567
1,103,10609,131.4,18.4,0.011559999999999999,0.7979999999999999,0.188,Pla,4.5618,0.45383999999999997
0,126,15876,131.7,18.7,0.01063,0.31,0.047,Pla,5.0774,1.01011
0,118,13924,125.2,17.7,0.01349,0.902,0.171,Pla,11.2004,-0.6524300000000001
0,103,10609,129.7,13.9,0.01379,0.408,0.083,Pla,4.4418,1.02652
0,78,6084,133.7,10.4,0.01273,2.016,0.504,Pla,8.0505,-0.11202999999999999
0,104,10816,104.8,13.2,0.00922,2.246,0.72,Pla,9.6747,0.12435
1,105,11025,123.6,11.6,0.01462,1.395,0.32299999999999995,Pla,3.8013,1.10715
0,80,6400,100.4,19.8,0.00958,1.589,0.45899999999999996,Pla,11.9854,-0.70863
0,125,15625,127.4,18.7,0.01505,0.867,0.18899999999999997,Pla,4.1231,0.6823199999999999
0,161,25921,114.1,21.9,0.01365,1.197,0.299,Pla,6.7119,0.059629999999999996
0,130,16900,121.3,21.3,0.01277,0.626,0.138,Pla,4.0311,0.80294
1,119,14161,117.5,21.1,0.011090000000000001,0.6809999999999999,0.15,Pla,4.5277,0.53284
1,129,16641,131.3,22.1,0.009590000000000001,0.838,0.192,Pla,4.0162,0.32961999999999997
0,168,28224,147.1,22.6,0.01256,0.35600000000000004,0.062,Pla,2.0,0.9273
0,237,56169,140.0,24.0,0.01047,1.0290000000000001,0.203,Pla,3.8471,0.4869
0,146,21316,160.2,24.5,0.01228,0.691,0.11699999999999999,Pla,3.5114,1.22203
0,150,22500,154.8,23.8,0.00937,0.65,0.121,Pla,3.3615,0.39708000000000004
0,119,14161,132.4,23.4,0.00742,0.855,0.187,Pla,4.6325,0.57004
1,227,51529,148.7,26.3,0.0151,1.085,0.182,Pla,6.0745,0.35299
1,172,29584,143.8,25.1,0.01611,0.551,0.092,Pla,3.9825,1.07345
0,219,47961,243.0,25.7,0.0126,6.2010000000000005,0.7190000000000001,Pla,6.8066,0.17723
0,142,20164,152.1,25.8,0.00899,2.342,0.397,Pla,12.3847,-0.67096
0,157,24649,236.9,24.0,0.0149,2.543,0.27699999999999997,Pla,5.2479,1.0303799999999999
0,136,18496,127.5,21.2,0.013669999999999998,0.451,0.057999999999999996,Pla,5.1225,0.8960600000000001
0,113,12769,117.4,21.0,0.009000000000000001,0.6970000000000001,0.158,Pla,18.4114,-0.83919
1,151,22801,134.9,22.2,0.00747,5.0360000000000005,1.12,Pla,8.3355,-0.5280699999999999
1,147,21609,151.0,19.5,0.01163,2.727,0.589,Pla,5.9942,0.48603
0,128,16384,129.3,18.9,0.013319999999999999,0.655,0.133,Pla,4.3105,1.50114
0,111,12321,165.0,21.8,0.01273,6.699,1.376,Pla,8.2079,-0.38729
0,111,12321,127.6,17.3,0.01857,0.523,0.098,Pla,6.8264,0.5554899999999999
0,100,10000,106.0,20.8,0.00731,1.1740000000000002,0.29600000000000004,Pla,15.2201,-0.6408699999999999
0,133,17689,108.9,19.6,0.01015,1.5859999999999999,0.402,Pla,5.8052,0.83414
1,99,9801,108.6,19.8,0.01269,4.202,1.133,Pla,9.9464,-0.22303
1,132,17424,165.7,21.6,0.01227,1.808,0.317,Pla,4.9244,1.0617299999999998
0,128,16384,129.8,22.6,0.01113,1.449,0.292,Pla,6.5,-1.17601
0,142,20164,117.7,22.1,0.01245,0.627,0.149,Pla,5.3009,-1.55193
0,127,16129,192.9,21.7,0.01641,5.103,0.767,Pla,7.3553,-0.12267
0,127,16129,141.6,24.4,0.01125,5.597,1.148,Pla,8.86,-0.28605
0,169,28561,157.8,25.3,0.01137,5.442,1.003,Pla,9.3536,-0.10712
1,102,10404,92.3,20.9,0.01127,1.247,0.35700000000000004,Pla,11.4739,-0.52996
0,124,15376,197.7,16.3,0.01798,3.3489999999999998,0.467,Pla,7.5584,-0.45181000000000004
0,106,11236,153.6,20.6,0.015080000000000001,1.04,0.188,Pla,14.1485,-0.81539
0,134,17956,128.7,24.3,0.01084,1.415,0.276,Pla,14.4402,-0.6379600000000001
0,151,22801,166.0,22.3,0.011640000000000001,2.072,0.40299999999999997,Pla,7.7885,0.27301
1,158,24964,143.6,23.4,0.01166,0.732,0.114,Pla,6.8659,0.22025
1,126,15876,168.9,22.8,0.01526,0.754,0.102,Pla,3.4986,1.0303799999999999
0,130,16900,200.6,27.2,0.009309999999999999,7.455,1.0,Pla,7.8549,-0.54915
0,170,28900,209.0,24.1,0.01575,5.132999999999999,0.6890000000000001,Pla,5.2773,0.17138
0,83,6889,84.8,23.1,0.0119,0.439,0.11800000000000001,Pla,19.891,-0.83163
0,112,12544,118.5,21.8,0.010159999999999999,0.7559999999999999,0.161,Pla,16.9729,-0.76873
